chunk_id,chunk_english,chunk_portuguese,chunk_spanish,chunk_scale,tag
1355,What's your take on this? (135),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1356,We should consider (135),Devemos considerar,Deberíamos considerar,B1,explanations
1357,This might be a concern (135),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1358,From a customer perspective (135),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1359,Let's move forward (135),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1360,I suggest that (135),Eu sugiro que,Sugiero que,B1,presentation
1361,Let's get started (136),Vamos começar,Empecemos,B1,meeting_fluency
1362,Can we align on this? (136),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1363,Let me clarify (136),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1364,The data shows that (136),Os dados mostram que,Los datos muestran que,B1,presentation
1365,What's your take on this? (136),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1366,We should consider (136),Devemos considerar,Deberíamos considerar,B1,explanations
1367,This might be a concern (136),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1368,From a customer perspective (136),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1369,Let's move forward (136),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1370,I suggest that (136),Eu sugiro que,Sugiero que,B1,presentation
1371,Let's get started (137),Vamos começar,Empecemos,B1,meeting_fluency
1372,Can we align on this? (137),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1373,Let me clarify (137),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1374,The data shows that (137),Os dados mostram que,Los datos muestran que,B1,presentation
1375,What's your take on this? (137),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1376,We should consider (137),Devemos considerar,Deberíamos considerar,B1,explanations
1377,This might be a concern (137),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1378,From a customer perspective (137),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1379,Let's move forward (137),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1380,I suggest that (137),Eu sugiro que,Sugiero que,B1,presentation
1381,Let's get started (138),Vamos começar,Empecemos,B1,meeting_fluency
1382,Can we align on this? (138),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1383,Let me clarify (138),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1384,The data shows that (138),Os dados mostram que,Los datos muestran que,B1,presentation
1385,What's your take on this? (138),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1386,We should consider (138),Devemos considerar,Deberíamos considerar,B1,explanations
1387,This might be a concern (138),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1388,From a customer perspective (138),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1389,Let's move forward (138),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1390,I suggest that (138),Eu sugiro que,Sugiero que,B1,presentation
1391,Let's get started (139),Vamos começar,Empecemos,B1,meeting_fluency
1392,Can we align on this? (139),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1393,Let me clarify (139),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1394,The data shows that (139),Os dados mostram que,Los datos muestran que,B1,presentation
1395,What's your take on this? (139),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1396,We should consider (139),Devemos considerar,Deberíamos considerar,B1,explanations
1397,This might be a concern (139),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1398,From a customer perspective (139),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1399,Let's move forward (139),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1400,I suggest that (139),Eu sugiro que,Sugiero que,B1,presentation
1401,Let's get started (140),Vamos começar,Empecemos,B1,meeting_fluency
1402,Can we align on this? (140),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1403,Let me clarify (140),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1404,The data shows that (140),Os dados mostram que,Los datos muestran que,B1,presentation
1405,What's your take on this? (140),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1406,We should consider (140),Devemos considerar,Deberíamos considerar,B1,explanations
1407,This might be a concern (140),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1408,From a customer perspective (140),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1409,Let's move forward (140),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1410,I suggest that (140),Eu sugiro que,Sugiero que,B1,presentation
1411,Let's get started (141),Vamos começar,Empecemos,B1,meeting_fluency
1412,Can we align on this? (141),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1413,Let me clarify (141),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1414,The data shows that (141),Os dados mostram que,Los datos muestran que,B1,presentation
1415,What's your take on this? (141),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1416,We should consider (141),Devemos considerar,Deberíamos considerar,B1,explanations
1417,This might be a concern (141),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1418,From a customer perspective (141),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1419,Let's move forward (141),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1420,I suggest that (141),Eu sugiro que,Sugiero que,B1,presentation
1421,Let's get started (142),Vamos começar,Empecemos,B1,meeting_fluency
1422,Can we align on this? (142),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1423,Let me clarify (142),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1424,The data shows that (142),Os dados mostram que,Los datos muestran que,B1,presentation
1425,What's your take on this? (142),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1426,We should consider (142),Devemos considerar,Deberíamos considerar,B1,explanations
1427,This might be a concern (142),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1428,From a customer perspective (142),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1429,Let's move forward (142),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1430,I suggest that (142),Eu sugiro que,Sugiero que,B1,presentation
1431,Let's get started (143),Vamos começar,Empecemos,B1,meeting_fluency
1432,Can we align on this? (143),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1433,Let me clarify (143),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1434,The data shows that (143),Os dados mostram que,Los datos muestran que,B1,presentation
1435,What's your take on this? (143),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1436,We should consider (143),Devemos considerar,Deberíamos considerar,B1,explanations
1437,This might be a concern (143),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1438,From a customer perspective (143),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1439,Let's move forward (143),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1440,I suggest that (143),Eu sugiro que,Sugiero que,B1,presentation
1441,Let's get started (144),Vamos começar,Empecemos,B1,meeting_fluency
1442,Can we align on this? (144),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1443,Let me clarify (144),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1444,The data shows that (144),Os dados mostram que,Los datos muestran que,B1,presentation
1445,What's your take on this? (144),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1446,We should consider (144),Devemos considerar,Deberíamos considerar,B1,explanations
1447,This might be a concern (144),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1448,From a customer perspective (144),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1449,Let's move forward (144),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1450,I suggest that (144),Eu sugiro que,Sugiero que,B1,presentation
1451,Let's get started (145),Vamos começar,Empecemos,B1,meeting_fluency
1452,Can we align on this? (145),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1453,Let me clarify (145),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1454,The data shows that (145),Os dados mostram que,Los datos muestran que,B1,presentation
1455,What's your take on this? (145),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1456,We should consider (145),Devemos considerar,Deberíamos considerar,B1,explanations
1457,This might be a concern (145),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1458,From a customer perspective (145),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1459,Let's move forward (145),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1460,I suggest that (145),Eu sugiro que,Sugiero que,B1,presentation
1461,Let's get started (146),Vamos começar,Empecemos,B1,meeting_fluency
1462,Can we align on this? (146),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1463,Let me clarify (146),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1464,The data shows that (146),Os dados mostram que,Los datos muestran que,B1,presentation
1465,What's your take on this? (146),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1466,We should consider (146),Devemos considerar,Deberíamos considerar,B1,explanations
1467,This might be a concern (146),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1468,From a customer perspective (146),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1469,Let's move forward (146),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1470,I suggest that (146),Eu sugiro que,Sugiero que,B1,presentation
1471,Let's get started (147),Vamos começar,Empecemos,B1,meeting_fluency
1472,Can we align on this? (147),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1473,Let me clarify (147),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1474,The data shows that (147),Os dados mostram que,Los datos muestran que,B1,presentation
1475,What's your take on this? (147),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1476,We should consider (147),Devemos considerar,Deberíamos considerar,B1,explanations
1477,This might be a concern (147),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1478,From a customer perspective (147),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1479,Let's move forward (147),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1480,I suggest that (147),Eu sugiro que,Sugiero que,B1,presentation
1481,Let's get started (148),Vamos começar,Empecemos,B1,meeting_fluency
1482,Can we align on this? (148),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1483,Let me clarify (148),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1484,The data shows that (148),Os dados mostram que,Los datos muestran que,B1,presentation
1485,What's your take on this? (148),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1486,We should consider (148),Devemos considerar,Deberíamos considerar,B1,explanations
1487,This might be a concern (148),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1488,From a customer perspective (148),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1489,Let's move forward (148),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1490,I suggest that (148),Eu sugiro que,Sugiero que,B1,presentation
1491,Let's get started (149),Vamos começar,Empecemos,B1,meeting_fluency
1492,Can we align on this? (149),Podemos alinhar isso?,¿Podemos alinearnos en esto?,B2,meeting_fluency
1493,Let me clarify (149),Deixe-me esclarecer,Déjame aclarar,B2,explanations
1494,The data shows that (149),Os dados mostram que,Los datos muestran que,B1,presentation
1495,What's your take on this? (149),Qual sua opinião sobre isso?,¿Qué opinas sobre esto?,B2,meeting_fluency
1496,We should consider (149),Devemos considerar,Deberíamos considerar,B1,explanations
1497,This might be a concern (149),Isso pode ser uma preocupação,Esto podría ser una preocupación,B2,negotiation
1498,From a customer perspective (149),Do ponto de vista do cliente,Desde la perspectiva del cliente,B2,customer
1499,Let's move forward (149),Vamos seguir em frente,Avancemos,B1,meeting_fluency
1500,I suggest that (149),Eu sugiro que,Sugiero que,B1,presentation
